State,StateCode,County,Establishment,Address,City,ZIP,Phone,LastInspection,Priority,InspectionURL,LastUpdated
New York,NY,Greene,Subway,14 Hope Plaza,West Coxsackie,12192,,2/18/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Monroe,1933 Pub & Eatery & Catering,5019 West Ridge Road,Spencerport,14559,,4/8/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Nassau,Barnes & Noble Booksellers #1912,1542 Northern  Boulevard,Manhasset,11030,,4/24/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Ontario,Casa De Pasta,125  Bemis  Street,Canandaigua,14424,,5/8/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Niagara,Fortuna'S Restaurant,827 - 19Th Street,Niagara Falls,14301,,12/10/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Onondaga,Sunshine'S Coffee Shop,6760 North Thompson Road,Syracuse,13211,,2/12/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Cortland,Hampton Inn,26 River  Street,Cortland,13045,,6/18/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Onondaga,Escape Lounges,1000 Col. Eileen Collins Boulevard,Syracuse,13212,,4/16/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Franklin,Downhill Grill,74 Main Street,Saranac Lake,12983,,3/17/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Herkimer,Mt. Markham - Senior High School,545 Fairground Road,West Winfield,13491,,4/24/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Saratoga,Cock N Bull,5342 Parkis Mills Road,Galway,12074,,5/20/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Albany,Vinny'S Lunchette,160 Delaware Avenue,Delmar,12054,,2/10/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Niagara,"Gypsy Emporium, Llc",238 Oliver Street,North Tonawanda,14120,,10/18/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Rockland,El Paraiso Bar & Restaurant,23-25 Kennedy Drive,Spring Valley,10977,,2/25/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Franklin,Petrova School,141 Petrova Avenue,Saranac Lake,12983,,3/23/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Tompkins,Icsd - Cayuga Heights Elem School,110 East Upland Road,Ithaca,14850,,4/6/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Seneca,Bee'S,107 Fall Street,Seneca Falls,13148,,11/15/2019,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Niagara,Van Horn Mansion,2165 Lockport-Olcott Road,Burt,14028,,6/30/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Niagara,St. John'S Episcopal Church,431 Lake  Street,Wilson,14172,,3/3/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Nassau,Maplewood School Day Care,2166 Wantagh Avenue,Wantagh,11793,,2/15/2024,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Broome,Jim Romas Bakery & Carry Out,202 N Nanticoke Avenue,Endicott,13760,,4/28/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Ulster,International Riding Camp,Birchal Road,Greenfield Park,12435,,8/1/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Delaware,All Sorts,167 East Front Street,Hancock,13783,,4/3/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Nassau,Hofstra Arena Upper Level Concession,1000 Fulton Avenue,Hempstead,11550,,4/23/2024,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Westchester,Maple Corner Deli,114 Brook Street,Scarsdale,10583,,3/4/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Monroe,Rcsd-Roberto Clemente School #8,1180 St Paul Street,Rochester,14621,,3/2/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Ulster,Chambers Elementary School,945 Morton Boulevard,Kingston,12401,,1/9/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Nassau,Sutton Place Great American Bar/Gril,124 West Park  Avenue,Long Beach,11561,,1/29/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Genesee,"Subway-Walmart, Batavia",4133 Veterans Memorial Drive,Batavia,14020,,10/27/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Nassau,Jeremy'S Ale House,239 Woodcleft  Avenue,Freeport,11520,,9/10/2024,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Westchester,New Wah Yuan Kitchen,262 Boston Post Road,Port Chester,10573,,1/16/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Rensselaer,Lasalle Institute,174 Williams Road,Troy,12180,,12/4/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Albany,Overseas Veteran'S Assn.,783 Broadway,Watervliet,12189,,12/18/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Rockland,Dunkin' Donuts,262 Route 59,Suffern,10901,,1/27/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Onondaga,Starbucks #52420,3820 Ny State Route 31,Liverpool,13090,,4/6/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Tioga,Panda Wok Owego Inc.,713 State Route 17C,Owego,13827,,6/11/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Onondaga,True Vine Soup Kitchen,111 Furman Street,Syracuse,13207,,2/25/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Monroe,El Latino Restaurant & Catering,1020 Chili Avenue,Rochester,14611,,4/8/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Broome,Vestal Little League,Clayton Avenue,Vestal,13850,,4/24/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Westchester,Scarsdale H.S. / Compass,2 Brewster Road,Scarsdale,10583,,10/24/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Westchester,Yonkers Fried Chicken,7 Palisade Avenue,Yonkers,10701,,1/15/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Onondaga,Eurest Dining Services @ Inficon,2 Technology Place,East Syracuse,13057,,12/12/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Rensselaer,Rpi Commons Dining Hall,2144 Burdett  Avenue,Troy,12180,,5/1/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Warren,L.G. Steamboat-Lac Du St. Sacrement,Beach Road,Lake George,12845,,7/28/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Westchester,American Legion Post #93 Port Cheste,78 Pearl Street,Port Chester,10573,,8/13/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Rockland,Dave & Buster'S,4661 Palisades Center Drive,West Nyack,10994,,6/11/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Schenectady,Wendy'S 132 Erie Blvd,132 Erie Boulevard,Schenectady,12305,,9/24/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Onondaga,Five Iron Golf Syracuse,400 South Salina Street,Syracuse,13202,,4/8/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Warren,Comfort Inn & Suites - Lake George,4054  State Route 9L,Lake George,12845,,10/2/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Niagara,Bergholz Fire Company,2470 Niagara  Road,Niagara Falls,14304,,4/4/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Columbia,Smitty'S Pub,882 Route 20,New Lebanon,12125,,5/28/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Tompkins,Modern Ohana,205 Elmira  Road,Ithaca,14850,,3/18/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Onondaga,Summer Feeding At Seals Community Ce,300 West Borden Street,Syracuse,13205,,7/11/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Jefferson,O'Brien'S Restaurant & Catering,226 Webb Street,Clayton,13624,,4/10/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Niagara,"Gothic Hill Golf Course, Inc.",5477 Niagara Street Extension,Lockport,14094,,8/28/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Rockland,New China House,13 Orangetown Shopping Center,Orangeburg,10962,,3/23/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Albany,New Panda Kitchen,898 New Loudon Road,Latham,12110,,4/17/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Onondaga,May Memorial Unitarian Universalist,3800 East Genesee Street,Syracuse,13214,,1/8/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Oneida,"Skenandoa Club, The",7105 Norton Avenue,Clinton,13323,,10/15/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Nassau,Orchid Restaurant,730 Franklin Avenue,Garden City,11530,,10/28/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Niagara,Niagara Wheatfield Concession Stand,2292 Saunders Settlement Road,Sanborn,14132,,11/1/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Niagara,"Heart, Love & Soul, Inc",939 Ontario Avenue,Niagara Falls,14305,,2/12/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Greene,Mcdonald'S - Catskill #12171,55 Maple Avenue Route 9W,Catskill,12414,,6/23/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Onondaga,Coppertop Tavern Event House,3372 Milton Avenue,Syracuse,13219,,6/8/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Onondaga,Bishop Ludden Grimes High School,815 Fay Road,Syracuse,13219,,2/5/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Rockland,Pearl River Diner,87 North Middletown Road,Pearl River,10965,,2/27/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Monroe,Sakura Home,2775 Monroe Avenue,Rochester,14618,,6/2/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Rockland,Patsy'S Bay Marina,9 Hudson Drive,Stony Point,10980,,7/3/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Ulster,Rock Da Casbah,216 Main Street,Saugerties,12477,,10/31/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Cattaraugus,Bartlett Country Club,32 Euclid Avenue,Olean,14760,,12/12/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Delaware,"Ski Plattekill, Inc.",469 Plattekill Road,Roxbury,12474,,2/6/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Schenectady,Yummy Yummy Kitchen,2727 Hamburg  Street,Rotterdam,12303,,11/13/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Monroe,Chipotle Mexican Grill (City Gate),400 East Henrietta Road,Rochester,14620,,6/15/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Ulster,Kingston Catholic School,159 Broadway,Kingston,12401,,2/19/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Onondaga,Three Lives,316  South Clinton Street,Syracuse,13202,,5/1/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Steuben,Casa Mezcal Selecto,304 South Hamilton Street,Painted Post,14870,,4/23/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Niagara,Stella Niagara (Retirement Kitchen),4421 Lower River Road,Stella Niagara,14144,,5/14/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Ulster,Great Wall Restaurant,85-89 Murray Street,Kingston,12401,,1/27/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Rensselaer,Loporto Ristorante,85 Fourth Street,Troy,12180,,11/19/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Onondaga,Dunkin Donuts,2244 Downer Street,Baldwinsville,13027,,11/14/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Nassau,Piccolo'S Restaurant,150 East Jericho  Turnpike,Mineola,11501,,1/30/2024,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Niagara,Riverlife Chapel,3474 Creek Road,Youngstown,14174,,11/3/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Monroe,Henrietta Hots & Catering,4018 West Henrietta Road,Rochester,14623,,6/16/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Oswego,Citi Student Lunch/Serving Kitchen,179 County Route 64,Mexico,13114,,2/9/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Cortland,Little Treat Shoppe,3820 Route 11,Cortland,13045,,5/20/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Warren,Chopsticks,365 Bay Road,Queensbury,12804,,2/4/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Sullivan,Sand Beach,348 Lake View Drive,Highland Lake,12743,,8/21/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Rockland,Charley'S Philly Steaks,3630 Palisades Center Drive,West Nyack,10994,,12/30/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Chautauqua,Chautauqua Lake Central School,100 North Erie Street,Mayville,14757,,5/29/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Warren,Mcdonald'S Warrensburg,3632 State Route 9,Lake George,12845,,4/23/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Nassau,Hofstra University Child Care Center,Hempstead Tpke & Duncan  Road,Hempstead,11550,,1/10/2024,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Westchester,Dunkin Donuts,260 Halstead Avenue,Harrison,10528,,9/23/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Westchester,Ohr Hameir Seminary,Furnace Woods Road,Cortlandt,10566,,2/18/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Madison,Meier'S Creek Brewing Co.,33 Rippleton Road,Cazenovia,13035,,4/2/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Warren,"Sagamore, The",110 Sagamore Road,Bolton Landing,12814,,8/12/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Monroe,Domino'S (Culver),1699 Culver Road,Rochester,14609,,3/4/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Onondaga,Rodfather'S Bbq & Catering,7252 State Fair Boulevard,Syracuse,13209,,5/13/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Ontario,"Niagara B & G, Llc",57 Niagara  Street,Canandaigua,14424,,6/3/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Saratoga,Doubleday Diner,2002 Doubleday  Avenue,Ballston Spa,12020,,11/3/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Clinton,Camp Chateaugay & Pool,233 Gadway Road,Merrill,12955,,8/5/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Herkimer,Central Valley Academy High Sch,111 Frederick Street,Ilion,13357,,4/23/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Nassau,"Lunchbox @ 1400, The",1400 Old Country  Road,Westbury,11590,,10/27/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Putnam,Green Chimneys School,400 Doansburg Road,Brewster,10509,,5/27/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Franklin,Pilgrim Holiness Church Camp,246 Swinyer Road,Vermontville,12983,,7/22/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Westchester,Nonna'S Pizza,52 Lake Street,White Plains,10603,,4/23/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Columbia,Mario'S Restaurant,458 State Route 20,New Lebanon,12125,,5/9/2024,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Westchester,Langes Little Store,382 King Street,Chappaqua,10514,,12/9/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Onondaga,Mott Road Elementary School,7173 Mott Road,Fayetteville,13066,,3/17/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Washington,Hudson Falls Senior High School,80 East Labarge Street,Hudson Falls,12839,,5/1/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Sullivan,Cong Khal Torath Chaim Of Kiamesha,251 Barnes Boulevard,Kiamesha Lake,12751,,2/3/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Onondaga,Lin Li'S Chinese Restaurant,"5501 Bartell Road, #2",Brewerton,13029,,5/29/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Westchester,Ay Caramba,497 Main Street,New Rochelle,10801,,11/24/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Delaware,T P'S Cafe,7 Railroad Avenue,Stamford,12167,,2/13/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Niagara,"Prosper Brewing, Llc",72 Webster Street,North Tonawanda,14120,,6/17/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Rockland,Hole Shot Deli & Bagel,62 North Route 9W,Haverstraw,10927,,4/30/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Westchester,Yonkers B.O.E. - P.S. #18,77 Park Hill Avenue,Yonkers,10701,,4/8/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Niagara,Murugan Cafe,"1 Prospect Pt., Unit #6",Niagara Falls,14303,,6/25/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Rockland,Mall Frouo,2530 Palisades Center Drive,West Nyack,10994,,12/31/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Niagara,Dairy Queen,2301   Military Road,Niagara Falls,14304,,7/10/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Onondaga,Lucky 7 Grocery & Deli,3100 Court Street,Syracuse,13206,,1/5/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Monroe,Rochester Csd/Central Kitchen,835 Hudson Avenue,Rochester,14621,,7/31/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Nassau,Grimaldi'S Pizzeria,980 Franklin  Avenue,Garden City,11530,,5/20/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Orange,Golden Rail Ale House,29 Old North Plank Road,Newburgh,12550,,11/13/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,St Lawrence,Hometown Cafe',3 North Main Street,Norwood,13668,,9/19/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Ontario,Geneva High/Middle School Cafe,101 Carter  Road,Geneva,14456,,5/4/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Rockland,D & N Sushi Bar,2 Veterans Parkway,Pearl River,10965,,3/26/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Madison,New York Pizzeria Morrisville,28 East Main Street,Morrisville,13408,,4/17/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Onondaga,Cicero North Syracuse Athletic Boost,6002 State Route 31,Cicero,13039,,5/12/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Ulster,Passover 2026,1195 Arrowhead Road,Ellenville,12428,,4/8/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Albany,Nys Park Police Academy,16 Camp Cass Road,Rensselaerville,12147,,11/6/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Livingston,Kidstart,5871 Groveland Station  Road,Mt. Morris,14510,,5/29/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,St Lawrence,Mcduff'S Pub,59 Market Street,Potsdam,13676,,4/23/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Niagara,Mike'S D.Q. Grill & Chill,2432 Niagara Street,Niagara Falls,14303,,6/24/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Monroe,Vertex Club Of Rochester,169 North Chestnut Street,Rochester,14604,,10/16/2025,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Onondaga,Ruston'S Diner,6407 Rockcut Road,Jamesville,13078,,6/11/2026,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
New York,NY,Jefferson,Carthage Middle School,21986 Cole Road,Carthage,13619,,3/21/2023,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,6/30/2026
