State,StateCode,County,Establishment,Address,City,ZIP,Phone,LastInspection,Priority,InspectionURL,LastUpdated
New York,NY,St Lawrence,"Tipsy Tomato, The",13 Mechanic Street,Norwood,13668,,2025-10-01,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Onondaga,All Night Egg Plant,5781 Bridge Street,East Syracuse,13057,,2026-01-09,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Niagara,Goat Island - Cave Plaza Building,Goat Island,Niagara Falls,14303,,2026-05-26,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Clinton,Mooers Elementary School Cafeteria,16 School Street,Mooers,12958,,2026-03-27,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,St Lawrence,Fourth Coast Cafe,53 Willow Street,Massena,13662,,2026-05-20,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Onondaga,Chipotle Mexican Grill #1562,129 Marshall Street,Syracuse,13210,,2026-03-31,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Allegany,Wellsville Country Club,3006 State Route 19,Wellsville,14895,,2026-05-08,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Sullivan,O & R Utilities Inc. Conf Ctr,Lebanon  Road,Glen Spey,12737,,2025-11-19,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Rockland,Unicorn Asian,44 West Ramapo Road,Garnerville,10923,,2026-05-07,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Genesee,Kfc/Long John Silvers,4126  West Main Street,Batavia,14020,,2026-04-03,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Lewis,"Timberview Resort, Inc.",5265 Carpenter Road,Turin,13473,,2025-12-12,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Monroe,Dunkin' (North Chili),3249 Union Street,North  Chili,14514,,2025-08-12,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Westchester,Patisserie Lulu,40 Garth Road,Scarsdale,10583,,2026-02-26,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Westchester,Bonnie Briar Country Club - Main Din,808 Weaver Street,Larchmont,10538,,2025-07-22,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Nassau,Panera Bread,669 Hillside Avenue,New Hyde Park,11040,,2026-03-19,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Onondaga,Sal'S Pizza & Restaurant,41 East Genesee Street,Baldwinsville,13027,,2026-02-10,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Greene,Subway,14 Hope Plaza,West Coxsackie,12192,,2026-02-18,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Monroe,1933 Pub & Eatery & Catering,5019 West Ridge Road,Spencerport,14559,,2026-04-08,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Nassau,Barnes & Noble Booksellers #1912,1542 Northern  Boulevard,Manhasset,11030,,2026-04-24,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Ontario,Casa De Pasta,125  Bemis  Street,Canandaigua,14424,,2026-05-08,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Niagara,Fortuna'S Restaurant,827 - 19Th Street,Niagara Falls,14301,,2025-12-10,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Onondaga,Sunshine'S Coffee Shop,6760 North Thompson Road,Syracuse,13211,,2026-02-12,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Cortland,Hampton Inn,26 River  Street,Cortland,13045,,2025-06-18,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Onondaga,Escape Lounges,1000 Col. Eileen Collins Boulevard,Syracuse,13212,,2026-04-16,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Franklin,Downhill Grill,74 Main Street,Saranac Lake,12983,,2026-03-17,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Herkimer,Mt. Markham - Senior High School,545 Fairground Road,West Winfield,13491,,2026-04-24,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Saratoga,Cock N Bull,5342 Parkis Mills Road,Galway,12074,,2026-05-20,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Albany,Vinny'S Lunchette,160 Delaware Avenue,Delmar,12054,,2026-02-10,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Niagara,"Gypsy Emporium, Llc",238 Oliver Street,North Tonawanda,14120,,2025-10-18,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Rockland,El Paraiso Bar & Restaurant,23-25 Kennedy Drive,Spring Valley,10977,,2026-02-25,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Franklin,Petrova School,141 Petrova Avenue,Saranac Lake,12983,,2026-03-23,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Tompkins,Icsd - Cayuga Heights Elem School,110 East Upland Road,Ithaca,14850,,2026-04-06,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Seneca,Bee'S,107 Fall Street,Seneca Falls,13148,,2019-11-15,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Niagara,Van Horn Mansion,2165 Lockport-Olcott Road,Burt,14028,,2025-06-30,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Niagara,St. John'S Episcopal Church,431 Lake  Street,Wilson,14172,,2026-03-03,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Nassau,Maplewood School Day Care,2166 Wantagh Avenue,Wantagh,11793,,2024-02-15,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Broome,Jim Romas Bakery & Carry Out,202 N Nanticoke Avenue,Endicott,13760,,2026-04-28,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Ulster,International Riding Camp,Birchal Road,Greenfield Park,12435,,2025-08-01,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Delaware,All Sorts,167 East Front Street,Hancock,13783,,2026-04-03,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Nassau,Hofstra Arena Upper Level Concession,1000 Fulton Avenue,Hempstead,11550,,2024-04-23,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Westchester,Maple Corner Deli,114 Brook Street,Scarsdale,10583,,2025-03-04,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Monroe,Rcsd-Roberto Clemente School #8,1180 St Paul Street,Rochester,14621,,2026-03-02,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Ulster,Chambers Elementary School,945 Morton Boulevard,Kingston,12401,,2026-01-09,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Nassau,Sutton Place Great American Bar/Gril,124 West Park  Avenue,Long Beach,11561,,2025-01-29,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Genesee,"Subway-Walmart, Batavia",4133 Veterans Memorial Drive,Batavia,14020,,2025-10-27,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Nassau,Jeremy'S Ale House,239 Woodcleft  Avenue,Freeport,11520,,2024-09-10,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Westchester,New Wah Yuan Kitchen,262 Boston Post Road,Port Chester,10573,,2025-01-16,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Rensselaer,Lasalle Institute,174 Williams Road,Troy,12180,,2025-12-04,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Albany,Overseas Veteran'S Assn.,783 Broadway,Watervliet,12189,,2025-12-18,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Rockland,Dunkin' Donuts,262 Route 59,Suffern,10901,,2026-01-27,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Onondaga,Starbucks #52420,3820 Ny State Route 31,Liverpool,13090,,2026-04-06,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Tioga,Panda Wok Owego Inc.,713 State Route 17C,Owego,13827,,2026-06-11,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Onondaga,True Vine Soup Kitchen,111 Furman Street,Syracuse,13207,,2026-02-25,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Monroe,El Latino Restaurant & Catering,1020 Chili Avenue,Rochester,14611,,2026-04-08,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Broome,Vestal Little League,Clayton Avenue,Vestal,13850,,2025-04-24,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Westchester,Scarsdale H.S. / Compass,2 Brewster Road,Scarsdale,10583,,2025-10-24,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Westchester,Yonkers Fried Chicken,7 Palisade Avenue,Yonkers,10701,,2026-01-15,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Onondaga,Eurest Dining Services @ Inficon,2 Technology Place,East Syracuse,13057,,2025-12-12,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Rensselaer,Rpi Commons Dining Hall,2144 Burdett  Avenue,Troy,12180,,2026-05-01,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Warren,L.G. Steamboat-Lac Du St. Sacrement,Beach Road,Lake George,12845,,2025-07-28,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Westchester,American Legion Post #93 Port Cheste,78 Pearl Street,Port Chester,10573,,2025-08-13,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Rockland,Dave & Buster'S,4661 Palisades Center Drive,West Nyack,10994,,2026-06-11,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Schenectady,Wendy'S 132 Erie Blvd,132 Erie Boulevard,Schenectady,12305,,2025-09-24,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Onondaga,Five Iron Golf Syracuse,400 South Salina Street,Syracuse,13202,,2026-04-08,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Warren,Comfort Inn & Suites - Lake George,4054  State Route 9L,Lake George,12845,,2025-10-02,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Niagara,Bergholz Fire Company,2470 Niagara  Road,Niagara Falls,14304,,2025-04-04,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Columbia,Smitty'S Pub,882 Route 20,New Lebanon,12125,,2026-05-28,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Tompkins,Modern Ohana,205 Elmira  Road,Ithaca,14850,,2026-03-18,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Onondaga,Summer Feeding At Seals Community Ce,300 West Borden Street,Syracuse,13205,,2025-07-11,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Jefferson,O'Brien'S Restaurant & Catering,226 Webb Street,Clayton,13624,,2026-04-10,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Niagara,"Gothic Hill Golf Course, Inc.",5477 Niagara Street Extension,Lockport,14094,,2025-08-28,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Rockland,New China House,13 Orangetown Shopping Center,Orangeburg,10962,,2026-03-23,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Albany,New Panda Kitchen,898 New Loudon Road,Latham,12110,,2025-04-17,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Onondaga,May Memorial Unitarian Universalist,3800 East Genesee Street,Syracuse,13214,,2026-01-08,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Oneida,"Skenandoa Club, The",7105 Norton Avenue,Clinton,13323,,2025-10-15,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Nassau,Orchid Restaurant,730 Franklin Avenue,Garden City,11530,,2025-10-28,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Niagara,Niagara Wheatfield Concession Stand,2292 Saunders Settlement Road,Sanborn,14132,,2025-11-01,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Niagara,"Heart, Love & Soul, Inc",939 Ontario Avenue,Niagara Falls,14305,,2026-02-12,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Greene,Mcdonald'S - Catskill #12171,55 Maple Avenue Route 9W,Catskill,12414,,2026-06-23,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Onondaga,Coppertop Tavern Event House,3372 Milton Avenue,Syracuse,13219,,2026-06-08,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Onondaga,Bishop Ludden Grimes High School,815 Fay Road,Syracuse,13219,,2026-02-05,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Rockland,Pearl River Diner,87 North Middletown Road,Pearl River,10965,,2026-02-27,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Monroe,Sakura Home,2775 Monroe Avenue,Rochester,14618,,2026-06-02,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Rockland,Patsy'S Bay Marina,9 Hudson Drive,Stony Point,10980,,2025-07-03,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Ulster,Rock Da Casbah,216 Main Street,Saugerties,12477,,2025-10-31,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Cattaraugus,Bartlett Country Club,32 Euclid Avenue,Olean,14760,,2025-12-12,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Delaware,"Ski Plattekill, Inc.",469 Plattekill Road,Roxbury,12474,,2026-02-06,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Schenectady,Yummy Yummy Kitchen,2727 Hamburg  Street,Rotterdam,12303,,2025-11-13,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Monroe,Chipotle Mexican Grill (City Gate),400 East Henrietta Road,Rochester,14620,,2026-06-15,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Ulster,Kingston Catholic School,159 Broadway,Kingston,12401,,2026-02-19,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Onondaga,Three Lives,316  South Clinton Street,Syracuse,13202,,2026-05-01,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Steuben,Casa Mezcal Selecto,304 South Hamilton Street,Painted Post,14870,,2026-04-23,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Niagara,Stella Niagara (Retirement Kitchen),4421 Lower River Road,Stella Niagara,14144,,2026-05-14,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Ulster,Great Wall Restaurant,85-89 Murray Street,Kingston,12401,,2026-01-27,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Rensselaer,Loporto Ristorante,85 Fourth Street,Troy,12180,,2025-11-19,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Onondaga,Dunkin Donuts,2244 Downer Street,Baldwinsville,13027,,2025-11-14,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Nassau,Piccolo'S Restaurant,150 East Jericho  Turnpike,Mineola,11501,,2024-01-30,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Niagara,Riverlife Chapel,3474 Creek Road,Youngstown,14174,,2025-11-03,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Monroe,Henrietta Hots & Catering,4018 West Henrietta Road,Rochester,14623,,2026-06-16,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Oswego,Citi Student Lunch/Serving Kitchen,179 County Route 64,Mexico,13114,,2026-02-09,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Cortland,Little Treat Shoppe,3820 Route 11,Cortland,13045,,2026-05-20,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Warren,Chopsticks,365 Bay Road,Queensbury,12804,,2026-02-04,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Sullivan,Sand Beach,348 Lake View Drive,Highland Lake,12743,,2025-08-21,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Rockland,Charley'S Philly Steaks,3630 Palisades Center Drive,West Nyack,10994,,2025-12-30,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Chautauqua,Chautauqua Lake Central School,100 North Erie Street,Mayville,14757,,2026-05-29,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Warren,Mcdonald'S Warrensburg,3632 State Route 9,Lake George,12845,,2026-04-23,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Nassau,Hofstra University Child Care Center,Hempstead Tpke & Duncan  Road,Hempstead,11550,,2024-01-10,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Westchester,Dunkin Donuts,260 Halstead Avenue,Harrison,10528,,2025-09-23,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Westchester,Ohr Hameir Seminary,Furnace Woods Road,Cortlandt,10566,,2026-02-18,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Madison,Meier'S Creek Brewing Co.,33 Rippleton Road,Cazenovia,13035,,2026-04-02,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Warren,"Sagamore, The",110 Sagamore Road,Bolton Landing,12814,,2025-08-12,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Monroe,Domino'S (Culver),1699 Culver Road,Rochester,14609,,2026-03-04,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Onondaga,Rodfather'S Bbq & Catering,7252 State Fair Boulevard,Syracuse,13209,,2026-05-13,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Ontario,"Niagara B & G, Llc",57 Niagara  Street,Canandaigua,14424,,2026-06-03,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Saratoga,Doubleday Diner,2002 Doubleday  Avenue,Ballston Spa,12020,,2025-11-03,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Clinton,Camp Chateaugay & Pool,233 Gadway Road,Merrill,12955,,2025-08-05,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Herkimer,Central Valley Academy High Sch,111 Frederick Street,Ilion,13357,,2026-04-23,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Nassau,"Lunchbox @ 1400, The",1400 Old Country  Road,Westbury,11590,,2025-10-27,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Putnam,Green Chimneys School,400 Doansburg Road,Brewster,10509,,2026-05-27,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Franklin,Pilgrim Holiness Church Camp,246 Swinyer Road,Vermontville,12983,,2025-07-22,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Westchester,Nonna'S Pizza,52 Lake Street,White Plains,10603,,2025-04-23,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Columbia,Mario'S Restaurant,458 State Route 20,New Lebanon,12125,,2024-05-09,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Westchester,Langes Little Store,382 King Street,Chappaqua,10514,,2025-12-09,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Onondaga,Mott Road Elementary School,7173 Mott Road,Fayetteville,13066,,2026-03-17,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Washington,Hudson Falls Senior High School,80 East Labarge Street,Hudson Falls,12839,,2026-05-01,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Sullivan,Cong Khal Torath Chaim Of Kiamesha,251 Barnes Boulevard,Kiamesha Lake,12751,,2026-02-03,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Onondaga,Lin Li'S Chinese Restaurant,"5501 Bartell Road, #2",Brewerton,13029,,2026-05-29,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Westchester,Ay Caramba,497 Main Street,New Rochelle,10801,,2025-11-24,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Delaware,T P'S Cafe,7 Railroad Avenue,Stamford,12167,,2026-02-13,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Niagara,"Prosper Brewing, Llc",72 Webster Street,North Tonawanda,14120,,2026-06-17,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Rockland,Hole Shot Deli & Bagel,62 North Route 9W,Haverstraw,10927,,2026-04-30,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Westchester,Yonkers B.O.E. - P.S. #18,77 Park Hill Avenue,Yonkers,10701,,2026-04-08,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Niagara,Murugan Cafe,"1 Prospect Pt., Unit #6",Niagara Falls,14303,,2026-06-25,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Rockland,Mall Frouo,2530 Palisades Center Drive,West Nyack,10994,,2025-12-31,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Niagara,Dairy Queen,2301   Military Road,Niagara Falls,14304,,2025-07-10,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Onondaga,Lucky 7 Grocery & Deli,3100 Court Street,Syracuse,13206,,2026-01-05,Low,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
